Plate #	Row	Column	ORF	Gene	Decription	GO Biological Process	GO Molecular Function	GO Cellular Component	96-position
3	O	10	YDR056C	YDR056C	"Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the endoplasmic retiuculum; YDR056C is not an essential protein"	biological_process	molecular_function	membrane fraction, endoplasmic reticulum, cytoplasm	10-H5
3	O	11	YPL108W	YPL108W	"Cytoplasmic protein of unknown function; non-essential gene that is induced in a GDH1 deleted strain with altered redox metabolism; GFP-fusion protein is induced in response to the DNA-damaging agent MMS"	biological_process	molecular_function	cytoplasm	9-H6
3	O	12	YDR057W	YOS9	"ER quality-control lectin; integral subunit of the HRD ligase; binds to glycans with terminal alpha-1,6 linked mannose on misfolded N-glycosylated proteins and participates in targeting proteins to ERAD; member of the OS-9 protein family"	response to stress, response to chemical stimulus, cellular protein catabolic process	other	membrane, endomembrane system, endoplasmic reticulum, cytoplasm	10-H6
3	O	13	YPL107W	YPL107W	"Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to mitochondria; YPL107W is not an essential gene"	biological_process	molecular_function	mitochondrion, cytoplasm	9-H7
3	O	14	YDR059C	UBC5	"Ubiquitin-conjugating enzyme that mediates selective degradation of short-lived, abnormal, or excess proteins, including histone H3; central component of the cellular stress response; expression is heat inducible"	response to stress, protein modification process	ligase activity	other	10-H7
3	O	15	YPL106C	SSE1	"ATPase that is a component of the heat shock protein Hsp90 chaperone complex; binds unfolded proteins; member of the heat shock protein 70 (HSP70) family; localized to the cytoplasm"	protein folding	enzyme regulator activity	cytoplasm	9-H8
3	O	16	YDR061W	YDR061W	"Protein with similarity to ATP-binding cassette (ABC) transporter family members; lacks predicted membrane-spanning regions; transcriptionally activated by Yrm1p along with genes involved in multidrug resistance"	biological_process	molecular_function	mitochondrion, cytoplasm	10-H8
3	O	17	YPL105C	SYH1	"Protein of unknown function that may interact with ribosomes, based on co-purification experiments; authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies"	biological_process	molecular_function	ribosome, mitochondrion, cytoplasm	9-H9
3	O	18	YDR063W	AIM7	"Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm and nucleus; null mutant is viable and displays elevated frequency of mitochondrial genome loss"	biological_process	molecular_function	nucleus, cytoplasm	10-H9
3	O	19	YPL104W	MSD1	"Mitochondrial aspartyl-tRNA synthetase, required for acylation of aspartyl-tRNA; yeast and bacterial aspartyl-, asparaginyl-, and lysyl-tRNA synthetases contain regions with high sequence similarity, suggesting a common ancestral gene"	mitochondrion organization, translation, cellular amino acid and derivative metabolic process, RNA metabolic process	ligase activity	mitochondrion, cytoplasm	9-H10
3	O	20	YDR065W	RRG1	"Protein of unknown function, required for vacuolar acidification and mitochondrial genome maintenance; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies"	mitochondrion organization, cellular homeostasis	molecular_function	mitochondrion, cytoplasm	10-H10
3	O	21	YPL103C	FMP30	"Protein of unknown function proposed to be involved in N-acylethanolamine metabolism; related to human NAPE-selective phospholipase D enzyme; native protein is detected in highly purified mitochondria in high-throughput studies"	cellular lipid metabolic process, cellular amino acid and derivative metabolic process	hydrolase activity	mitochondrion, cytoplasm	9-H11
3	O	22	YDR066C	RTR2	"Protein of unknown function with high similarity to Rtr1p; exhibits genetic interactions with Rtr1p; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm; YDR066C is not an essential gene"	biological_process	molecular_function	cytoplasm	10-H11
3	O	23	YPL101W	ELP4	"Subunit of Elongator complex, which is required for modification of wobble nucleosides in tRNA; required for Elongator structural integrity"	transcription, RNA metabolic process	molecular_function	cytoplasm	9-H12
3	O	24	YDR067C	OCA6	"Cytoplasmic protein required for replication of Brome mosaic virus in S. cerevisiae, which is a model system for studying positive-strand RNA virus replication; null mutation confers sensitivity to tunicamycin and DTT"	biological_process	molecular_function	cytoplasm	10-H12
3	P	1	YDR364C	CDC40	"Pre-mRNA splicing factor, important for catalytic step II of pre-mRNA splicing and plays a role in cell cycle progression; required for DNA synthesis during mitosis and meiosis; has WD repeats"	cell cycle, RNA metabolic process	other	nucleus	11-H1
3	P	2	YEL054C	RPL12A	"Protein component of the large (60S) ribosomal subunit, nearly identical to Rpl12Bp; rpl12a rpl12b double mutant exhibits slow growth and slow translation; has similarity to E. coli L11 and rat L12 ribosomal proteins"	translation, ribosome biogenesis	structural molecule activity	ribosome, cytoplasm	12-H1
3	P	3	Blank	Blank	Blank	Blank	Blank	Blank	11-H2
3	P	4	Blank	Blank	Blank	Blank	Blank	Blank	12-H2
3	P	5	YDR368W	YPR1	"NADPH-dependent aldo-keto reductase, reduces multiple substrates including 2-methylbutyraldehyde and D,L-glyceraldehyde, expression is induced by osmotic and oxidative stress; functionally redundant with other aldo-keto reductases"	response to stress, cellular carbohydrate metabolic process, response to chemical stimulus	oxidoreductase activity	nucleus, cytoplasm	11-H3
3	P	6	YEL056W	HAT2	"Subunit of the Hat1p-Hat2p histone acetyltransferase complex; required for high affinity binding of the complex to free histone H4, thereby enhancing Hat1p activity; similar to human RbAp46 and 48; has a role in telomeric silencing"	chromosome organization, transcription, protein modification process, RNA metabolic process	transferase activity, protein binding	nucleus, cytoplasm	12-H3
3	P	7	YDR369C	XRS2	"Protein required for DNA repair; component of the Mre11 complex, which is involved in double strand breaks, meiotic recombination, telomere maintenance, and checkpoint signaling"	response to stress, meiosis, sporulation resulting in formation of a cellular spore, chromosome organization, cell cycle, DNA metabolic process	DNA binding, protein binding	nucleus	11-H4
3	P	8	YEL057C	YEL057C	"Protein of unknown function involved in telomere maintenance; target of UME6 regulation"	biological_process	molecular_function	cellular_component	12-H4
3	P	9	YDR370C	YDR370C	Putative protein of unknown function	biological_process	molecular_function	cytoplasm	11-H5
3	P	10	YEL059W	HHY1	"Dubious open reading frame unlikely to encode a functional protein; mutant is hypersensitive to hygromycin B indicative of defects in vacuolar trafficking"	biological_process	molecular_function	membrane	12-H5
3	P	11	YDR371W	CTS2	Protein similar to Ashbya gossypii sporulation-specific chitinase	biological_process	molecular_function	cytoplasm	11-H6
3	P	12	YEL060C	PRB1	"Vacuolar proteinase B (yscB), a serine protease of the subtilisin family; involved in protein degradation in the vacuole and required for full protein degradation during sporulation"	response to stress, sporulation resulting in formation of a cellular spore, cellular protein catabolic process	peptidase activity, hydrolase activity	vacuole, cytoplasm	12-H6
3	P	13	YDR372C	VPS74	"Protein required for Golgi localization of glycosyltransferases; binds the cytosolic domains of Golgi glycosyltransferases; binding to PtdIns4P required for Golgi targeting and function; tetramer formation required for function"	transport, response to chemical stimulus, response to stress, vesicle-mediated transport	lipid binding, protein binding	nucleus, membrane, Golgi apparatus, cytoplasm	11-H7
3	P	14	YEL061C	CIN8	Kinesin motor protein involved in mitotic spindle assembly and chromosome segregation	cytoskeleton organization, chromosome segregation, chromosome organization, cell cycle	motor activity, hydrolase activity	nucleus, cytoskeleton, chromosome, mitochondrion, cytoplasm	12-H7
3	P	15	YDR374C	YDR374C	Putative protein of unknown function	biological_process	molecular_function	cellular_component	11-H8
3	P	16	YEL062W	NPR2	"Component, with Npr3p, of an evolutionarily conserved complex that mediates downregulation of TOR Complex 1 activity in response to amino acid limitation; transcription is induced in response to proline and urea"	transport, response to stress, response to chemical stimulus	molecular_function	cellular_component	12-H8
3	P	17	YDR375C	BCS1	"Protein of the mitochondrial inner membrane that functions as an ATP-dependent chaperone, required for the incorporation of the Rip1p and Qcr10p subunits into the cytochrome bc(1) complex; member of the CDC48/PAS1/SEC18 ATPase family"	mitochondrion organization, generation of precursor metabolites and energy, protein complex biogenesis, cellular respiration	hydrolase activity	mitochondrion, membrane, mitochondrial envelope, cytoplasm	11-H9
3	P	18	YEL063C	CAN1	"Plasma membrane arginine permease, requires phosphatidyl ethanolamine (PE) for localization, exclusively associated with lipid rafts; mutation confers canavanine resistance"	transport	transporter activity	membrane, mitochondrion, plasma membrane, cytoplasm	12-H9
3	P	19	YDR377W	ATP17	Subunit f of the F0 sector of mitochondrial F1F0 ATP synthase, which is a large, evolutionarily conserved enzyme complex required for ATP synthesis	transport, heterocycle metabolic process, generation of precursor metabolites and energy	hydrolase activity, transporter activity	mitochondrion, membrane, mitochondrial envelope, cytoplasm	11-H10
3	P	20	YEL064C	AVT2	Putative transporter, member of a family of seven S. cerevisiae genes (AVT1-7) related to vesicular GABA-glycine transporters	transport	transporter activity	endoplasmic reticulum, cytoplasm	12-H10
3	P	21	YDR378C	LSM6	"Lsm (Like Sm) protein; part of heteroheptameric complexes (Lsm2p-7p and either Lsm1p or 8p): cytoplasmic Lsm1p complex involved in mRNA decay; nuclear Lsm8p complex part of U6 snRNP and possibly involved in processing tRNA, snoRNA, and rRNA"	RNA metabolic process	RNA binding	nucleus, nucleolus, cytoplasm	11-H11
3	P	22	YEL065W	SIT1	"Ferrioxamine B transporter, member of the ARN family of transporters that specifically recognize siderophore-iron chelates; transcription is induced during iron deprivation and diauxic shift; potentially phosphorylated by Cdc28p"	transport, cellular homeostasis	transporter activity	cytoplasmic membrane-bounded vesicle, cytoplasm	12-H11
3	P	23	YDR379W	RGA2	"GTPase-activating protein for the polarity-establishment protein Cdc42p; implicated in control of septin organization, pheromone response, and haploid invasive growth; regulated by Pho85p and Cdc28p"	cell budding, cytoskeleton organization, signal transduction, response to chemical stimulus, conjugation, pseudohyphal growth, cellular component morphogenesis	enzyme regulator activity	cell cortex, cytoskeleton, cellular bud, site of polarized growth, cytoplasm	11-H12
3	P	24	YEL066W	HPA3	"D-Amino acid N-acetyltransferase, catalyzes N-acetylation of D-amino acids through ordered bi-bi mechanism in which acetyl-CoA is first substrate bound and CoA is last product liberated; similar to Hpa2p, acetylates histones weakly in vitro"	cellular amino acid and derivative metabolic process	transferase activity	nucleus, cytoplasm	12-H12
4	A	1	YEL067C	YEL067C	"Putative protein of unknown function; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies"	biological_process	molecular_function	mitochondrion, cytoplasm	13-A1
